2025-05-31 01:20:13 | ERROR    | aih.utils.database:get_connection:116 - Database error: no such table: artifacts
2025-06-13 16:03:52 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 16:03:53 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 16:03:53 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 16:03:53 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 16:03:53 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 16:03:53 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 16:03:53 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 16:03:53 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 16:03:54 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 16:03:55 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 16:04:54 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 16:04:55 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 16:04:55 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 16:04:55 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 16:04:55 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 16:04:55 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 16:04:56 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 16:04:56 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 16:04:56 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 16:04:56 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 16:04:56 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 16:05:55 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 16:05:55 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 16:05:55 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 16:05:55 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 16:05:56 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 16:05:56 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 16:05:56 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 16:05:56 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 16:05:56 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 16:05:57 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 16:05:57 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 16:06:57 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 16:06:57 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 16:06:57 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 16:06:57 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 16:06:57 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 16:06:58 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 16:06:58 | ERROR    | aih.classify.classifier:classify_artifact:124 - Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-13 16:13:59 | ERROR    | __main__:_update_wisdom:401 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-13 16:14:00 | ERROR    | __main__:_update_wisdom:401 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-13 16:14:00 | ERROR    | __main__:_update_wisdom:401 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-13 16:14:00 | ERROR    | __main__:_update_wisdom:401 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-13 16:14:00 | ERROR    | __main__:_update_wisdom:401 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-13 16:14:01 | ERROR    | __main__:_update_wisdom:401 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-13 16:14:01 | ERROR    | __main__:_update_wisdom:401 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-13 16:14:01 | ERROR    | __main__:_update_wisdom:401 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-13 16:14:01 | ERROR    | __main__:_update_wisdom:401 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-13 16:14:02 | ERROR    | __main__:_update_wisdom:401 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-13 16:14:02 | ERROR    | __main__:_update_wisdom:401 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-13 16:14:02 | ERROR    | __main__:_update_wisdom:401 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-13 16:14:02 | ERROR    | __main__:_update_wisdom:401 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-13 16:14:02 | ERROR    | __main__:_update_wisdom:401 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-13 16:14:03 | ERROR    | __main__:_update_wisdom:401 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-13 16:14:03 | ERROR    | __main__:_update_wisdom:401 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-13 16:14:03 | ERROR    | __main__:_update_wisdom:401 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-13 16:14:04 | ERROR    | __main__:_update_wisdom:401 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-13 16:14:04 | ERROR    | __main__:_update_wisdom:401 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-13 16:14:04 | ERROR    | __main__:_update_wisdom:401 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-13 16:14:04 | ERROR    | __main__:_update_wisdom:401 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-13 16:14:04 | ERROR    | __main__:_update_wisdom:401 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-13 16:14:05 | ERROR    | __main__:_update_wisdom:401 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-13 16:14:05 | ERROR    | __main__:_update_wisdom:401 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-13 16:14:05 | ERROR    | __main__:_update_wisdom:401 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-13 16:14:05 | ERROR    | __main__:_update_wisdom:401 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-13 16:14:06 | ERROR    | __main__:_update_wisdom:401 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-13 16:14:06 | ERROR    | __main__:_update_wisdom:401 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-13 16:14:07 | ERROR    | __main__:_update_wisdom:401 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-13 16:14:07 | ERROR    | __main__:_update_wisdom:401 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-13 16:14:07 | ERROR    | __main__:_update_wisdom:401 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-13 16:14:07 | ERROR    | __main__:_update_wisdom:401 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-13 16:14:07 | ERROR    | __main__:_update_wisdom:401 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-13 16:14:08 | ERROR    | __main__:_update_wisdom:401 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-13 16:14:08 | ERROR    | __main__:_update_wisdom:401 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-13 16:14:08 | ERROR    | __main__:_update_wisdom:401 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-13 16:14:08 | ERROR    | __main__:_update_wisdom:401 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-13 16:14:09 | ERROR    | __main__:_update_wisdom:401 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-13 16:14:09 | ERROR    | __main__:_update_wisdom:401 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-13 16:14:09 | ERROR    | __main__:_update_wisdom:401 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-13 16:14:09 | ERROR    | __main__:_update_wisdom:401 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-13 16:14:10 | ERROR    | __main__:_update_wisdom:401 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-13 16:14:10 | ERROR    | __main__:_update_wisdom:401 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-13 16:14:10 | ERROR    | __main__:_update_wisdom:401 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-13 16:14:11 | ERROR    | __main__:_update_wisdom:401 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-13 16:14:11 | ERROR    | __main__:_update_wisdom:401 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-13 16:14:11 | ERROR    | __main__:_update_wisdom:401 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-13 16:14:11 | ERROR    | __main__:_update_wisdom:401 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-13 16:14:12 | ERROR    | __main__:_update_wisdom:401 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-13 16:14:12 | ERROR    | __main__:_update_wisdom:401 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-13 16:14:12 | ERROR    | __main__:_update_wisdom:401 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-13 16:14:13 | ERROR    | __main__:_update_wisdom:401 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-13 16:14:13 | ERROR    | __main__:_update_wisdom:401 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-13 16:14:13 | ERROR    | __main__:_update_wisdom:401 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-13 16:14:13 | ERROR    | __main__:_update_wisdom:401 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-13 16:14:14 | ERROR    | __main__:_update_wisdom:401 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-13 16:14:14 | ERROR    | __main__:_update_wisdom:401 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-13 16:14:15 | ERROR    | __main__:_update_wisdom:401 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-13 16:14:15 | ERROR    | __main__:_update_wisdom:401 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-13 16:14:15 | ERROR    | __main__:_update_wisdom:401 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-13 16:14:15 | ERROR    | __main__:_update_wisdom:401 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-13 16:14:15 | ERROR    | __main__:_update_wisdom:401 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-13 16:14:16 | ERROR    | __main__:_update_wisdom:401 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-13 16:14:16 | ERROR    | __main__:_update_wisdom:401 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-13 16:14:16 | ERROR    | __main__:_update_wisdom:401 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-13 16:14:17 | ERROR    | __main__:_update_wisdom:401 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-13 16:14:17 | ERROR    | __main__:_update_wisdom:401 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-13 16:14:17 | ERROR    | __main__:_update_wisdom:401 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
